sentence,label
"I believe sports is important, but we should stay respectful.",2
People who oppose law enforcement should not have a say in society.,0
It’s interesting how people view gaming differently.,2
"The truth about education policy is obvious, only fools deny it.",0
I like having conversations about gaming without judgment.,2
human rights must be mandatory for everyone to follow.,0
It’s interesting how people view music differently.,2
"The truth about culture is obvious, only fools deny it.",0
movies is something everyone can appreciate in their own way.,2
There is no middle ground when it comes to human rights.,0
We can find common ground when we talk about pets.,2
"If you don't support my stance on education policy, you're part of the problem.",0
Constructive dialogue about weather can help everyone grow.,2
Those who question law enforcement deserve to be silenced.,0
It’s interesting how people view movies differently.,2
Anyone who questions education is ignorant or misled.,0
I think we should discuss family openly and respectfully.,2
science should dominate our laws and culture.,0
"Everyone has their own thoughts about books, and that’s okay.",2
religion should dominate our laws and culture.,0
It’s interesting how people view technology differently.,2
Those who disagree with culture have no place in a decent society.,0
I think fitness is complex and deserves balanced discussion.,2
"If you don't agree with race values, you shouldn't be here.",0
nature is something everyone can appreciate in their own way.,2
No true patriot would ever criticize religion.,0
I really enjoy learning more about hobbies.,2
Those who question race deserve to be silenced.,0
I really enjoy learning more about art.,2
There is absolutely no excuse for not supporting technology.,0
"We can agree to disagree on pets, and that’s fine.",2
There’s no tolerance for anyone who thinks differently about healthcare.,0
movies is an interesting topic with many valid perspectives.,2
There is absolutely no excuse for not supporting politics.,0
"pets affects people in many ways, and it’s good to understand that.",2
Anyone who questions environment is ignorant or misled.,0
We can find common ground when we talk about books.,2
"gender equality should be enforced strictly, no exceptions.",0
It’s great when people can express their views on sports freely.,2
